customer_reference_id,item_purchased,purchase_amount,date_purchase,review_rating,payment_method,item_purchased_encoded,payment_method_encoded,purchase_month,purchase_weekday,purchase_day,avg_spend_per_customer
3996,Backpack,145.0,2023-09-05,1.6,Cash,0,0,9,1,5,101.5
4116,Socks,10.0,2023-05-24,3.3,Credit Card,36,1,5,2,24,111.75
4116,Romper,86.0,2022-12-16,4.1,Cash,29,0,12,4,16,111.75
3981,Bowtie,194.0,2023-06-23,1.9,Credit Card,5,1,6,4,23,392.0
3976,Skirt,146.0,2023-06-18,3.3,Credit Card,33,1,6,6,18,389.67
4083,Polo Shirt,98.0,2023-07-25,4.6,Credit Card,26,1,7,1,25,272.13
4032,Blazer,38.0,2023-01-04,4.0,Credit Card,2,1,1,2,4,93.29
4082,Onesie,167.0,2023-08-29,5.0,Cash,22,0,8,1,29,124.9
4086,Tunic,14.0,2023-05-29,4.7,Credit Card,46,1,5,0,29,102.83
4023,Socks,27.0,2023-08-21,3.1,Cash,36,0,8,0,21,114.76
4095,Pants,190.0,2022-11-09,5.0,Cash,25,0,11,2,9,94.06
4096,Dress,72.0,2023-05-04,2.5,Cash,9,0,5,3,4,103.38
3965,Socks,148.0,2022-10-03,1.6,Cash,36,0,10,0,3,103.73
4067,Tie,24.0,2023-05-06,3.8,Cash,43,0,5,5,6,326.4
4055,Romper,69.0,2023-09-17,4.4,Credit Card,29,1,9,6,17,315.0
4072,Sandals,197.0,2022-11-28,4.8,Credit Card,30,1,11,0,28,111.31
4037,Tunic,157.0,2023-08-05,2.7,Credit Card,46,1,8,5,5,125.0
4053,Sun Hat,182.0,2023-04-17,2.8,Cash,37,0,4,0,17,140.33
4070,Raincoat,70.0,2022-11-27,2.5,Cash,28,0,11,6,27,262.78
4074,Swimsuit,46.0,2022-12-28,2.6,Cash,40,0,12,2,28,99.89
3966,Bowtie,143.0,2023-05-31,1.8,Cash,5,0,5,2,31,121.55
3965,Handbag,86.0,2023-04-27,1.8,Cash,13,0,4,3,27,103.73
4002,Romper,152.0,2023-04-20,4.5,Cash,29,0,4,3,20,287.27
4099,Shorts,198.0,2022-12-08,3.5,Cash,32,0,12,3,8,375.12
4034,Belt,170.0,2022-10-09,3.2,Cash,1,0,10,6,9,117.75
3999,Jacket,152.0,2023-07-14,2.6,Cash,16,0,7,4,14,93.65
4082,Onesie,98.0,2022-10-18,1.9,Cash,22,0,10,1,18,124.9
4067,Tie,181.0,2023-06-30,1.4,Cash,43,0,6,4,30,326.4
3991,Flannel Shirt,144.0,2022-12-09,2.2,Cash,10,0,12,4,9,118.5
4036,Trench Coat,116.0,2022-10-10,4.1,Credit Card,44,1,10,0,10,139.45
4056,Jeans,86.0,2023-02-01,1.2,Cash,17,0,2,2,1,101.13
4081,Coat,147.0,2023-08-17,3.2,Credit Card,8,1,8,3,17,106.95
3985,Loafers,67.0,2022-12-02,2.5,Cash,21,0,12,4,2,104.89
4102,Sneakers,191.0,2023-05-23,1.7,Cash,35,0,5,1,23,216.11
4098,Blouse,24.0,2023-08-23,3.7,Credit Card,3,1,8,2,23,87.07
4095,Cardigan,116.0,2022-12-30,4.0,Cash,7,0,12,4,30,94.06
4103,Dress,44.0,2023-05-05,1.6,Cash,9,0,5,4,5,100.53
4077,Sunglasses,75.0,2023-01-09,4.1,Credit Card,38,1,1,0,9,128.89
4078,Sweater,175.0,2023-09-11,2.6,Credit Card,39,1,9,0,11,115.24
3997,Socks,104.0,2023-02-22,4.7,Credit Card,36,1,2,2,22,317.25
3971,Vest,58.0,2023-01-21,3.9,Cash,48,0,1,5,21,101.82
4024,Umbrella,164.0,2023-08-02,1.3,Cash,47,0,8,2,2,98.21
4053,Jacket,195.0,2023-08-31,2.3,Cash,16,0,8,3,31,140.33
4114,Coat,65.0,2023-01-04,1.8,Cash,8,0,1,2,4,89.93
4047,Bowtie,95.0,2023-08-26,1.9,Cash,5,0,8,5,26,113.0
4029,Tunic,13.0,2023-02-08,2.5,Credit Card,46,1,2,2,8,84.4
4039,Trench Coat,58.0,2023-03-22,3.3,Cash,44,0,3,2,22,109.3
3972,Pajamas,40.0,2023-06-26,2.9,Cash,24,0,6,0,26,274.33
3964,Sun Hat,132.0,2023-09-15,2.2,Credit Card,37,1,9,4,15,115.93
4108,Jumpsuit,188.0,2023-06-07,3.2,Credit Card,18,1,6,2,7,379.33
3968,Pajamas,62.0,2022-10-05,1.6,Cash,24,0,10,2,5,97.95
3989,Vest,71.0,2022-11-12,3.1,Credit Card,48,1,11,5,12,100.5
4050,Loafers,82.0,2023-01-01,1.6,Cash,21,0,1,6,1,101.67
4046,Sneakers,146.0,2022-10-07,2.9,Credit Card,35,1,10,4,7,116.0
4106,Scarf,88.0,2023-03-02,3.8,Cash,31,0,3,3,2,111.06
3963,Hat,141.0,2023-09-05,4.9,Credit Card,14,1,9,1,5,108.08
4117,T-shirt,129.0,2023-09-03,1.6,Credit Card,41,1,9,6,3,103.58
4054,Sunglasses,130.0,2023-03-03,2.5,Cash,38,0,3,4,3,389.5
3981,Scarf,91.0,2022-12-24,1.7,Credit Card,31,1,12,5,24,392.0
4045,Tank Top,21.0,2023-04-11,4.3,Cash,42,0,4,1,11,107.46
4048,T-shirt,66.0,2023-01-20,3.3,Cash,41,0,1,4,20,113.87
4062,Trench Coat,14.0,2023-04-28,4.6,Credit Card,44,1,4,4,28,85.07
4046,Overalls,159.0,2023-08-03,4.8,Credit Card,23,1,8,3,3,116.0
3971,Trench Coat,116.0,2022-10-11,4.5,Credit Card,44,1,10,1,11,101.82
4019,Romper,60.0,2023-07-28,4.5,Cash,29,0,7,4,28,316.3
4017,Flannel Shirt,72.0,2022-12-20,2.2,Credit Card,10,1,12,1,20,238.5
4122,Sandals,177.0,2023-01-24,1.6,Cash,30,0,1,1,24,105.42
4036,Blazer,96.0,2023-05-24,4.2,Cash,2,0,5,2,24,139.45
4108,Gloves,135.0,2023-04-06,4.8,Credit Card,12,1,4,3,6,379.33
3978,Cardigan,174.0,2023-02-06,3.8,Credit Card,7,1,2,0,6,130.17
3973,Romper,127.0,2022-10-06,1.3,Cash,29,0,10,3,6,206.25
4000,Coat,57.0,2023-07-20,4.4,Cash,8,0,7,3,20,83.94
3962,Gloves,148.0,2023-05-21,2.1,Cash,12,0,5,6,21,128.5
4094,Dress,25.0,2023-04-27,4.7,Cash,9,0,4,3,27,111.13
4040,Polo Shirt,29.0,2023-09-27,4.6,Cash,26,0,9,2,27,383.47
4088,Pants,27.0,2023-08-30,4.0,Cash,25,0,8,2,30,108.27
4064,Sneakers,12.0,2023-05-19,1.3,Credit Card,35,1,5,4,19,115.62
4025,Blouse,126.0,2022-10-02,1.5,Cash,3,0,10,6,2,129.0
3962,Sneakers,168.0,2022-12-08,3.5,Cash,35,0,12,3,8,128.5
4077,Sweater,167.0,2023-03-01,1.1,Credit Card,39,1,3,2,1,128.89
4107,Backpack,178.0,2023-02-03,4.6,Cash,0,0,2,4,3,118.41
3962,Boots,11.0,2023-04-12,1.1,Credit Card,4,1,4,2,12,128.5
4038,Scarf,115.0,2023-03-13,3.8,Cash,31,0,3,0,13,90.5
4103,Shorts,80.0,2023-09-20,4.1,Credit Card,32,1,9,2,20,100.53
4056,T-shirt,83.0,2023-03-08,2.4,Cash,41,0,3,2,8,101.13
4103,Raincoat,182.0,2023-03-31,3.0,Cash,28,0,3,4,31,100.53
3982,Handbag,55.0,2023-04-01,4.7,Cash,13,0,4,5,1,137.67
4084,Romper,100.0,2023-06-15,1.3,Credit Card,29,1,6,3,15,105.1
4085,Sun Hat,111.0,2022-11-11,1.6,Credit Card,37,1,11,4,11,95.08
3999,Camisole,127.0,2023-07-01,1.0,Credit Card,6,1,7,5,1,93.65
4033,Tie,185.0,2023-04-08,4.5,Cash,43,0,4,5,8,127.31
4050,Flip-Flops,30.0,2023-02-21,1.6,Cash,11,0,2,1,21,101.67
4068,Cardigan,176.0,2023-09-14,4.5,Credit Card,7,1,9,3,14,95.41
4008,Leggings,33.0,2022-10-10,4.5,Cash,20,0,10,0,10,98.45
4084,Sweater,106.0,2023-02-03,1.4,Credit Card,39,1,2,4,3,105.1
4119,Handbag,24.0,2023-04-24,3.8,Cash,13,0,4,0,24,104.38
3976,T-shirt,189.0,2023-09-26,4.0,Credit Card,41,1,9,1,26,389.67
4030,Camisole,94.0,2023-07-08,1.0,Credit Card,6,1,7,5,8,112.36
4024,Sneakers,34.0,2022-12-16,1.9,Credit Card,35,1,12,4,16,98.21
4103,Jeans,131.0,2023-07-20,3.1,Credit Card,17,1,7,3,20,100.53
4059,Polo Shirt,29.0,2023-05-21,1.8,Credit Card,26,1,5,6,21,97.87
4014,Wallet,81.0,2023-06-14,3.4,Credit Card,49,1,6,2,14,71.2
4116,Jumpsuit,154.0,2023-02-06,2.2,Cash,18,0,2,0,6,111.75
3980,Jumpsuit,55.0,2023-06-24,4.5,Credit Card,18,1,6,5,24,250.75
4108,Camisole,46.0,2023-10-01,1.8,Cash,6,0,10,6,1,379.33
4043,Poncho,192.0,2023-04-24,3.2,Cash,27,0,4,0,24,126.6
4026,Tank Top,29.0,2023-04-30,3.8,Credit Card,42,1,4,6,30,98.93
3974,Pajamas,154.0,2022-12-18,1.3,Cash,24,0,12,6,18,237.2
4102,Backpack,109.0,2023-01-11,2.3,Cash,0,0,1,2,11,216.11
4092,Sandals,148.0,2022-12-06,1.6,Cash,30,0,12,1,6,127.43
4078,Handbag,199.0,2023-01-28,3.4,Cash,13,0,1,5,28,115.24
4010,Loafers,195.0,2022-10-21,2.7,Credit Card,21,1,10,4,21,124.33
3976,Scarf,98.0,2023-04-26,3.6,Credit Card,31,1,4,2,26,389.67
4086,Gloves,29.0,2023-08-07,1.3,Credit Card,12,1,8,0,7,102.83
4067,Sneakers,111.0,2023-06-29,3.9,Cash,35,0,6,3,29,326.4
4095,Scarf,93.0,2023-04-28,4.3,Cash,31,0,4,4,28,94.06
4008,Handbag,125.0,2023-07-28,3.9,Cash,13,0,7,4,28,98.45
4059,Vest,106.0,2022-12-07,1.4,Credit Card,48,1,12,2,7,97.87
4021,Pants,184.0,2023-04-10,4.7,Credit Card,25,1,4,0,10,102.08
4116,Bowtie,107.0,2023-07-26,3.7,Credit Card,5,1,7,2,26,111.75
4073,Camisole,73.0,2023-07-19,4.4,Credit Card,6,1,7,2,19,110.26
4097,Camisole,31.0,2023-06-07,4.0,Credit Card,6,1,6,2,7,490.75
4003,Belt,107.0,2023-09-08,3.0,Cash,1,0,9,4,8,117.21
3961,Swimsuit,172.0,2022-12-30,2.3,Credit Card,40,1,12,4,30,106.13
4089,Onesie,102.0,2022-10-27,1.2,Credit Card,22,1,10,3,27,113.9
4084,Hat,102.0,2023-08-07,4.9,Cash,14,0,8,0,7,105.1
4011,Overalls,36.0,2023-06-27,4.6,Cash,23,0,6,1,27,94.75
4093,Sunglasses,36.0,2023-04-30,2.3,Cash,38,0,4,6,30,100.29
4068,Camisole,33.0,2023-08-15,1.1,Cash,6,0,8,1,15,95.41
4101,Hat,93.0,2022-12-06,3.6,Credit Card,14,1,12,1,6,122.29
4117,Backpack,13.0,2022-10-07,3.4,Cash,0,0,10,4,7,103.58
3972,Cardigan,109.0,2023-04-16,1.4,Credit Card,7,1,4,6,16,274.33
4090,Jeans,195.0,2023-05-03,1.6,Credit Card,17,1,5,2,3,102.06
4008,Blazer,72.0,2023-04-23,1.1,Credit Card,2,1,4,6,23,98.45
4050,Coat,53.0,2022-11-08,2.2,Cash,8,0,11,1,8,101.67
4075,Hat,53.0,2023-05-22,3.2,Cash,14,0,5,0,22,307.26
4018,Umbrella,136.0,2023-07-27,2.7,Credit Card,47,1,7,3,27,88.69
4068,Jacket,86.0,2023-01-06,1.3,Cash,16,0,1,4,6,95.41
4062,Pants,29.0,2023-03-27,2.9,Cash,25,0,3,0,27,85.07
4038,Jacket,73.0,2023-04-13,1.9,Credit Card,16,1,4,3,13,90.5
3973,Belt,136.0,2023-08-10,4.2,Credit Card,1,1,8,3,10,206.25
4119,Boots,60.0,2023-07-31,1.1,Credit Card,4,1,7,0,31,104.38
4009,Overalls,44.0,2023-08-05,1.6,Credit Card,23,1,8,5,5,75.8
4062,Backpack,111.0,2023-09-03,3.7,Cash,0,0,9,6,3,85.07
4025,Vest,168.0,2022-12-20,1.5,Credit Card,48,1,12,1,20,129.0
4030,Skirt,94.0,2023-07-30,2.1,Credit Card,33,1,7,6,30,112.36
4122,Camisole,120.0,2023-08-06,4.2,Cash,6,0,8,6,6,105.42
3998,Flannel Shirt,176.0,2023-07-09,2.5,Credit Card,10,1,7,6,9,123.71
4022,Blouse,44.0,2023-02-05,1.3,Credit Card,3,1,2,6,5,115.6
4110,Camisole,164.0,2023-01-20,2.7,Cash,6,0,1,4,20,219.05
4017,Tunic,61.0,2023-03-15,2.3,Credit Card,46,1,3,2,15,238.5
4060,T-shirt,55.0,2023-07-12,4.5,Credit Card,41,1,7,2,12,296.06
4018,Loafers,91.0,2023-06-03,4.7,Credit Card,21,1,6,5,3,88.69
3986,Skirt,187.0,2023-04-24,4.1,Credit Card,33,1,4,0,24,328.22
3995,Pajamas,157.0,2023-07-13,3.3,Credit Card,24,1,7,3,13,101.88
4006,Pajamas,93.0,2023-06-22,1.8,Cash,24,0,6,3,22,99.22
3964,Jeans,110.0,2023-05-27,2.3,Cash,17,0,5,5,27,115.93
4019,Shorts,154.0,2023-09-30,4.9,Cash,32,0,9,5,30,316.3
4075,Tunic,56.0,2023-05-20,4.3,Cash,46,0,5,5,20,307.26
4081,Backpack,150.0,2023-08-10,2.9,Cash,0,0,8,3,10,106.95
4068,Blouse,191.0,2023-04-10,1.4,Credit Card,3,1,4,0,10,95.41
4065,Boots,84.0,2023-05-12,3.5,Credit Card,4,1,5,4,12,113.95
3966,Hoodie,114.0,2023-03-05,3.4,Credit Card,15,1,3,6,5,121.55
4008,Sneakers,45.0,2022-12-03,4.8,Cash,35,0,12,5,3,98.45
3997,Pants,71.0,2023-02-05,2.8,Cash,25,0,2,6,5,317.25
4026,Handbag,49.0,2023-02-09,4.2,Cash,13,0,2,3,9,98.93
3991,Loafers,106.0,2023-06-27,1.6,Credit Card,21,1,6,1,27,118.5
4023,T-shirt,132.0,2022-10-27,3.5,Cash,41,0,10,3,27,114.76
4028,Skirt,146.0,2023-06-26,4.3,Credit Card,33,1,6,0,26,80.44
4097,Polo Shirt,187.0,2023-02-07,1.6,Cash,26,0,2,1,7,490.75
4002,Poncho,19.0,2023-08-09,2.3,Cash,27,0,8,2,9,287.27
4121,Trousers,102.0,2023-02-05,3.4,Credit Card,45,1,2,6,5,124.38
3967,Romper,147.0,2022-11-19,4.3,Credit Card,29,1,11,5,19,108.39
4081,Hoodie,31.0,2023-03-18,4.8,Credit Card,15,1,3,5,18,106.95
3971,Blouse,180.0,2023-08-06,3.9,Cash,3,0,8,6,6,101.82
3978,Onesie,175.0,2023-06-29,4.2,Cash,22,0,6,3,29,130.17
4037,Tunic,154.0,2023-01-07,4.2,Credit Card,46,1,1,5,7,125.0
4111,Sunglasses,183.0,2023-08-04,4.3,Cash,38,0,8,4,4,106.41
3973,Coat,120.0,2022-12-20,1.6,Credit Card,8,1,12,1,20,206.25
4058,Pants,186.0,2022-10-17,4.6,Cash,25,0,10,0,17,94.6
3992,Boots,124.0,2022-10-04,3.5,Credit Card,4,1,10,1,4,107.63
4017,Sweater,128.0,2022-11-05,3.4,Credit Card,39,1,11,5,5,238.5
3985,Polo Shirt,160.0,2023-02-27,1.4,Credit Card,26,1,2,0,27,104.89
4103,Tank Top,48.0,2023-03-03,2.1,Cash,42,0,3,4,3,100.53
4085,Sneakers,16.0,2022-10-27,2.8,Credit Card,35,1,10,3,27,95.08
3987,Handbag,85.0,2023-09-01,1.5,Credit Card,13,1,9,4,1,112.31
4090,Polo Shirt,31.0,2023-09-04,1.5,Credit Card,26,1,9,0,4,102.06
4091,Jeans,46.0,2023-05-28,2.3,Cash,17,0,5,6,28,117.92
4021,Dress,97.0,2023-04-24,3.2,Cash,9,0,4,0,24,102.08
4084,Skirt,62.0,2022-12-16,3.6,Cash,33,0,12,4,16,105.1
3980,Polo Shirt,99.0,2023-08-13,2.3,Credit Card,26,1,8,6,13,250.75
4017,Cardigan,122.0,2022-11-05,1.1,Cash,7,0,11,5,5,238.5
4110,Skirt,125.0,2023-03-07,3.3,Cash,33,0,3,1,7,219.05
3988,Trench Coat,86.0,2023-08-31,4.5,Credit Card,44,1,8,3,31,115.53
4041,Pants,15.0,2023-01-26,1.5,Credit Card,25,1,1,3,26,71.67
4017,Jeans,199.0,2023-07-17,3.1,Credit Card,17,1,7,0,17,238.5
4065,Gloves,54.0,2022-11-07,1.9,Credit Card,12,1,11,0,7,113.95
4012,Belt,94.0,2023-01-21,4.9,Credit Card,1,1,1,5,21,312.0
3993,Pajamas,128.0,2023-03-04,2.7,Credit Card,24,1,3,5,4,100.45
3984,Pants,113.0,2022-12-01,3.0,Credit Card,25,1,12,3,1,451.93
4001,Raincoat,57.0,2022-10-10,3.1,Cash,28,0,10,0,10,258.11
4011,Backpack,120.0,2023-01-14,2.6,Cash,0,0,1,5,14,94.75
4027,Cardigan,198.0,2023-06-23,4.3,Credit Card,7,1,6,4,23,103.2
4069,Gloves,60.0,2023-07-23,2.8,Credit Card,12,1,7,6,23,68.14
4061,Umbrella,119.0,2023-06-12,4.6,Credit Card,47,1,6,0,12,81.67
4022,Pajamas,190.0,2023-03-15,2.0,Credit Card,24,1,3,2,15,115.6
4107,Umbrella,81.0,2022-12-18,3.2,Credit Card,47,1,12,6,18,118.41
4082,Shorts,147.0,2023-07-07,1.9,Credit Card,32,1,7,4,7,124.9
4052,Coat,127.0,2022-12-08,1.9,Cash,8,0,12,3,8,112.89
4038,Gloves,135.0,2023-07-31,2.3,Cash,12,0,7,0,31,90.5
4096,Skirt,173.0,2023-08-11,3.7,Cash,33,0,8,4,11,103.38
4078,Raincoat,160.0,2023-05-12,3.0,Credit Card,28,1,5,4,12,115.24
4028,Flip-Flops,127.0,2023-03-18,1.2,Cash,11,0,3,5,18,80.44
3994,Trousers,182.0,2023-09-10,1.8,Cash,45,0,9,6,10,112.16
4049,Shorts,86.0,2023-04-16,1.0,Credit Card,32,1,4,6,16,93.67
4078,Swimsuit,161.0,2023-03-03,3.3,Cash,40,0,3,4,3,115.24
4122,Pants,56.0,2022-12-10,2.1,Cash,25,0,12,5,10,105.42
4112,Hat,46.0,2023-03-02,3.0,Cash,14,0,3,3,2,123.2
3965,Belt,117.0,2022-10-07,1.8,Credit Card,1,1,10,4,7,103.73
3970,Flannel Shirt,157.0,2023-03-19,2.3,Credit Card,10,1,3,6,19,119.56
4018,Trousers,57.0,2023-08-15,2.0,Credit Card,45,1,8,1,15,88.69
4021,Loafers,147.0,2023-09-30,2.1,Cash,21,0,9,5,30,102.08
4055,Umbrella,54.0,2022-12-18,3.6,Credit Card,47,1,12,6,18,315.0
4036,Belt,135.0,2022-10-30,2.6,Credit Card,1,1,10,6,30,139.45
4120,Pants,57.0,2023-06-24,1.2,Credit Card,25,1,6,5,24,110.88
4049,Wallet,125.0,2023-01-03,4.0,Credit Card,49,1,1,1,3,93.67
3988,Umbrella,101.0,2023-01-29,1.8,Credit Card,47,1,1,6,29,115.53
4093,Blazer,134.0,2023-03-23,4.0,Cash,2,0,3,3,23,100.29
4070,Cardigan,153.0,2022-10-17,4.3,Credit Card,7,1,10,0,17,262.78
4056,Raincoat,136.0,2023-07-20,1.2,Credit Card,28,1,7,3,20,101.13
3959,Skirt,135.0,2023-06-07,3.3,Credit Card,33,1,6,2,7,107.29
4057,Sneakers,123.0,2023-05-08,2.0,Credit Card,35,1,5,0,8,96.13
4022,Kimono,31.0,2023-05-09,2.2,Cash,19,0,5,1,9,115.6
4034,Wallet,66.0,2023-08-09,1.7,Credit Card,49,1,8,2,9,117.75
3980,Swimsuit,80.0,2022-11-23,3.0,Credit Card,40,1,11,2,23,250.75
4017,Sandals,83.0,2023-08-16,3.9,Credit Card,30,1,8,2,16,238.5
4010,Jacket,200.0,2023-07-15,4.7,Cash,16,0,7,5,15,124.33
3998,T-shirt,136.0,2023-08-15,3.4,Credit Card,41,1,8,1,15,123.71
4069,Pants,38.0,2023-04-25,3.7,Credit Card,25,1,4,1,25,68.14
4118,Jumpsuit,78.0,2022-12-05,1.3,Credit Card,18,1,12,0,5,97.59
4038,Backpack,103.0,2023-07-20,1.0,Cash,0,0,7,3,20,90.5
3977,Bowtie,73.0,2023-04-25,3.9,Credit Card,5,1,4,1,25,73.21
4082,Camisole,18.0,2023-07-02,1.4,Cash,6,0,7,6,2,124.9
4077,Onesie,99.0,2022-12-08,3.6,Credit Card,22,1,12,3,8,128.89
4062,Jacket,32.0,2022-10-04,4.0,Cash,16,0,10,1,4,85.07
4042,Shorts,40.0,2022-11-14,2.1,Cash,32,0,11,0,14,111.32
4065,Sunglasses,70.0,2023-06-01,2.2,Cash,38,0,6,3,1,113.95
3998,Camisole,99.0,2023-04-06,1.6,Credit Card,6,1,4,3,6,123.71
4023,Sneakers,166.0,2023-02-04,4.7,Cash,35,0,2,5,4,114.76
4086,Pants,52.0,2023-08-19,4.7,Cash,25,0,8,5,19,102.83
3973,Hoodie,62.0,2022-10-03,3.5,Cash,15,0,10,0,3,206.25
4047,Leggings,25.0,2023-05-19,4.2,Cash,20,0,5,4,19,113.0
4064,Blouse,146.0,2023-08-13,4.7,Cash,3,0,8,6,13,115.62
4111,Hat,147.0,2023-04-29,1.5,Credit Card,14,1,4,5,29,106.41
4040,Pajamas,84.0,2022-11-22,3.8,Cash,24,0,11,1,22,383.47
4073,Raincoat,78.0,2023-06-28,1.1,Credit Card,28,1,6,2,28,110.26
3964,Leggings,141.0,2023-05-10,1.3,Cash,20,0,5,2,10,115.93
3970,Kimono,183.0,2023-07-21,1.9,Cash,19,0,7,4,21,119.56
4121,Belt,44.0,2023-03-21,2.5,Credit Card,1,1,3,1,21,124.38
4004,Tank Top,80.0,2022-12-19,2.9,Credit Card,42,1,12,0,19,104.0
4118,Tie,42.0,2023-08-31,1.1,Cash,43,0,8,3,31,97.59
4070,Loafers,43.0,2023-08-26,3.6,Credit Card,21,1,8,5,26,262.78
4121,Handbag,192.0,2023-02-27,4.5,Cash,13,0,2,0,27,124.38
3991,Trousers,73.0,2022-10-05,3.9,Credit Card,45,1,10,2,5,118.5
3957,Blouse,183.0,2023-03-09,2.1,Credit Card,3,1,3,3,9,97.8
4059,Backpack,46.0,2023-02-05,4.9,Credit Card,0,1,2,6,5,97.87
4008,Boots,78.0,2023-03-08,3.8,Cash,4,0,3,2,8,98.45
4117,Pajamas,106.0,2023-06-10,5.0,Credit Card,24,1,6,5,10,103.58
4037,Sun Hat,33.0,2022-12-02,4.4,Cash,37,0,12,4,2,125.0
4104,Kimono,81.0,2023-09-30,3.8,Cash,19,0,9,5,30,123.0
3978,Polo Shirt,104.0,2022-12-24,3.9,Cash,26,0,12,5,24,130.17
3985,Polo Shirt,134.0,2023-03-13,2.1,Cash,26,0,3,0,13,104.89
4020,Polo Shirt,197.0,2022-11-08,4.3,Credit Card,26,1,11,1,8,128.08
3990,Gloves,172.0,2023-01-09,3.9,Credit Card,12,1,1,0,9,106.69
4109,Pajamas,101.0,2023-06-05,2.3,Credit Card,24,1,6,0,5,629.89
4062,Hoodie,146.0,2023-09-05,2.6,Cash,15,0,9,1,5,85.07
4038,Slippers,119.0,2023-08-14,2.5,Credit Card,34,1,8,0,14,90.5
4072,Romper,136.0,2023-03-12,4.1,Credit Card,29,1,3,6,12,111.31
4079,Tie,82.0,2023-04-27,3.7,Credit Card,43,1,4,3,27,124.4
3991,Flannel Shirt,157.0,2022-11-20,3.7,Credit Card,10,1,11,6,20,118.5
4108,Tank Top,22.0,2023-06-13,1.6,Credit Card,42,1,6,1,13,379.33
4029,Gloves,127.0,2023-06-12,3.2,Cash,12,0,6,0,12,84.4
3978,Hoodie,50.0,2023-08-26,4.7,Credit Card,15,1,8,5,26,130.17
4063,Boots,10.0,2022-12-27,1.6,Cash,4,0,12,1,27,98.41
4051,Swimsuit,119.0,2022-11-08,3.5,Cash,40,0,11,1,8,101.75
4003,T-shirt,186.0,2023-06-13,4.4,Credit Card,41,1,6,1,13,117.21
4057,Scarf,176.0,2023-03-30,4.9,Credit Card,31,1,3,3,30,96.13
4053,Jeans,80.0,2022-11-02,4.3,Cash,17,0,11,2,2,140.33
4014,Sun Hat,31.0,2023-05-04,5.0,Cash,37,0,5,3,4,71.2
3962,Onesie,176.0,2022-11-15,3.1,Cash,22,0,11,1,15,128.5
4099,Shorts,88.0,2023-09-06,4.8,Credit Card,32,1,9,2,6,375.12
4122,Sweater,69.0,2023-01-01,3.7,Credit Card,39,1,1,6,1,105.42
4113,Raincoat,33.0,2022-10-25,3.0,Cash,28,0,10,1,25,119.31
4117,Swimsuit,10.0,2022-12-16,4.3,Credit Card,40,1,12,4,16,103.58
4015,Jumpsuit,29.0,2023-09-22,4.7,Cash,18,0,9,4,22,104.57
4075,Cardigan,184.0,2023-08-16,2.4,Credit Card,7,1,8,2,16,307.26
4007,Overalls,12.0,2023-07-27,4.0,Cash,23,0,7,3,27,106.5
4024,Pants,40.0,2023-08-03,3.6,Credit Card,25,1,8,3,3,98.21
4000,Sun Hat,118.0,2022-11-07,4.3,Cash,37,0,11,0,7,83.94
3969,Tie,132.0,2023-07-31,1.8,Credit Card,43,1,7,0,31,88.09
4115,Scarf,197.0,2023-06-23,3.0,Credit Card,31,1,6,4,23,242.44
4066,Gloves,36.0,2023-06-06,1.6,Credit Card,12,1,6,1,6,107.6
3995,Blouse,44.0,2023-05-25,4.3,Cash,3,0,5,3,25,101.88
3979,Shorts,183.0,2022-10-22,1.4,Credit Card,32,1,10,5,22,111.67
4102,Pants,52.0,2023-01-04,1.7,Credit Card,25,1,1,2,4,216.11
3987,Pajamas,194.0,2023-03-01,1.3,Credit Card,24,1,3,2,1,112.31
3960,Camisole,48.0,2023-03-09,4.8,Credit Card,6,1,3,3,9,97.08
4091,Jeans,167.0,2023-02-19,2.4,Cash,17,0,2,6,19,117.92
4068,Tank Top,65.0,2023-05-19,3.8,Cash,42,0,5,4,19,95.41
3987,Sweater,160.0,2023-08-09,2.9,Credit Card,39,1,8,2,9,112.31
4014,Tank Top,99.0,2022-10-02,1.2,Cash,42,0,10,6,2,71.2
4009,Skirt,90.0,2023-02-17,1.1,Credit Card,33,1,2,4,17,75.8
4005,Wallet,73.0,2023-06-11,1.1,Cash,49,0,6,6,11,112.33
4025,Slippers,31.0,2023-05-10,4.4,Cash,34,0,5,2,10,129.0
4030,Jacket,163.0,2022-10-15,3.2,Cash,16,0,10,5,15,112.36
4054,Loafers,186.0,2023-07-02,3.5,Credit Card,21,1,7,6,2,389.5
4067,Jeans,87.0,2022-12-06,1.1,Credit Card,17,1,12,1,6,326.4
4110,Swimsuit,110.0,2023-03-12,4.6,Credit Card,40,1,3,6,12,219.05
4012,Pants,23.0,2022-11-04,3.2,Cash,25,0,11,4,4,312.0
4005,Boots,38.0,2023-09-21,3.9,Cash,4,0,9,3,21,112.33
4064,Jacket,173.0,2023-05-30,2.8,Cash,16,0,5,1,30,115.62
4003,T-shirt,145.0,2023-05-01,2.0,Credit Card,41,1,5,0,1,117.21
4061,Sunglasses,13.0,2023-03-15,1.1,Cash,38,0,3,2,15,81.67
3994,Tie,91.0,2022-11-10,4.1,Cash,43,0,11,3,10,112.16
4031,Tunic,155.0,2022-11-07,1.0,Credit Card,46,1,11,0,7,132.19
4024,Hat,149.0,2023-05-31,4.5,Cash,14,0,5,2,31,98.21
4017,Onesie,130.0,2023-08-20,4.7,Cash,22,0,8,6,20,238.5
4115,Poncho,28.0,2022-10-19,3.0,Credit Card,27,1,10,2,19,242.44
